source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Ayurveda","ABB-22(SP9Y)","davaH (kEvalapitta)","8A00 (Unspecified cholecystitis)", "60%", "While lacking complete definitions, 'kEvalapitta' suggesting 'only bile' points towards a biliary issue, most likely cholecystitis in the absence of more precise details.  The specificity is low due to insufficient information."
"Ayurveda","ABB-23(SP9Y)","davathuH (kEvalapitta)","Disorder of liver function", "60%","The term 'kEvalapitta' suggests a disorder primarily affecting Pitta dosha in Ayurveda, which is often associated with liver and digestive functions.  While not a direct equivalent, it aligns most closely with general liver disorders in ICD-11."
"Ayurveda","ABB-24(SP9Y)","dAhaH (kEvalapitta)","Gastro-oesophageal reflux disease","70%","'dAhaH (kEvalapitta)' suggests burning sensation (dAhaH) related to Pitta dosha imbalance (kEvalapitta), a common Ayurvedic description that correlates with the symptoms of heartburn and acid reflux, key features of GERD in ICD-11."
"Ayurveda","ABB-25(SP9Y)","dhUmakaH/dhUmodgAraH (kEvalapitta)","Gastro-oesophageal reflux disease","70%","The Ayurvedic term 'dhUmakaH/dhUmodgAraH (kEvalapitta)' suggests a condition involving smoke-like regurgitation and possibly related to pitta dosha, which aligns with the symptoms of gastro-oesophageal reflux disease (GERD).  The 'kEvalapitta' specification implies a focus on the pitta imbalance potentially causing digestive issues, further supporting this mapping."
"Ayurveda","ABB-26","akAlapalitaH (kEvalapitta)","Premature greying of hair","70%","While 'akAlapalitaH (kEvalapitta)' points to a condition involving 'premature greying' (akAlapalitaH) potentially related to a pitta imbalance (kEvalapitta),  a direct ICD-11 equivalent is lacking; premature greying isn't a disease itself but a symptom potentially linked to various conditions, making 'Premature greying of hair' the closest approximation."
"Ayurveda","SM15(ABB-27)","pUtimukhatA (kEvalapitta)","Halitosis","90%","The Ayurvedic term 'pUtimukhatA (kEvalapitta)' describes a putrid odour in the mouth, directly corresponding to the ICD-11 definition of Halitosis, which is characterized by unpleasant breath odour."
"Ayurveda","ABB-28(SP9Y)","ploShaH (kEvalapitta)","Jaundice, unspecified","60%","The term 'kEvalapitta' suggests a type of jaundice, lacking further specifics in the provided data; therefore, 'Jaundice, unspecified' (likely within Chapter XVI: Diseases of the digestive system) is the most suitable general ICD-11 category."
"Ayurveda","ABB-29(SP2Y)","mAMsakledaH (kEvalapitta)","Jaundice, unspecified","60%","The term 'mAMsakledaH (kEvalapitta)' translates to 'fleshy exudate (pure jaundice)', suggesting a focus on jaundice without specifying the underlying cause, aligning with the ICD-11's broad 'Jaundice, unspecified' category.  The confidence is moderate due to the lack of detailed clinical description."
"Ayurveda","ABB-30(SP9Y)","mAMsadAhaH (kEvalapitta)","EB-00.0", "60%", "While 'māṃsadāhaḥ (kevalapitta)' translates to 'burning sensation in muscles (only jaundice)', the lack of specific clinical details makes a precise ICD-11 mapping challenging.  'EB-00.0 (Unspecified burning sensation)' is the closest approximation, acknowledging the uncertainty."
"Ayurveda","SN00(ABB-31)","meDhrapAkaH (kEvalapitta)","Penile inflammation, unspecified","90%","The description of painful swelling and redness of the penis with radiating pain aligns with the symptoms of penile inflammation; the Ayurvedic etiology involving Pitta dosha is not directly mapped but the clinical presentation is the primary focus for ICD-11 coding."
"Ayurveda","ABB-32","raktakoThaH (kEvalapitta)","Acute Hepatitis","60%","'Raktakotha (kevalapitta)' suggests a liver-related disorder with a focus on 'pitta' (bile),  matching the broad features of acute hepatitis; however,  lack of detailed definition limits certainty."
"Ayurveda","ABB-33","raktavisPoTaH (kEvalapitta)","Purpura, unspecified","60%","While 'raktavisphotaH' translates to 'bleeding eruption' and 'kEvalapitta' suggests a possible focus on a biliary component,  the lack of precise definition limits specificity; purpura encompasses various bleeding disorders, offering a broader but potentially suitable ICD-11 category."
"Ayurveda","ABB-34","raktapittam (kEvalapitta)","Disorders of blood vessels and lymphatic system, unspecified","60%","While 'raktapittam (kEvalapitta)' suggests bleeding disorders, the lack of specific details makes precise ICD-11 mapping challenging.  'Disorders of blood vessels and lymphatic system, unspecified' is a broad category that best encompasses this undefined bleeding condition."
"Ayurveda","ABB-35(SN5Y)","raktamaNDalam (kEvalapitta)","Jaundice, unspecified","60%","The term 'raktamaNDalam (kEvalapitta)' suggests a condition related to blood (raktamaNDalam) and solely related to Pitta (kEvalapitta), a dosha in Ayurveda often associated with heat and inflammation, which can manifest as jaundice.  However, without further details, a precise ICD-11 mapping remains uncertain."
"Ayurveda","ABB-36","lohitagandhAsyatA (kEvalapitta)","Jaundice, unspecified","60%","'Lohitagandhasyata (kevalapitta)' translates to redness and yellowing of the face, suggesting jaundice, although the 'kevalapitta' (pure pitta) specification in Ayurveda lacks the precision for a more specific ICD-11 code.  More information is needed for higher confidence."
"Ayurveda","ABB-37(SP9Y)","vidAhaH (kEvalapitta)","K70, Other diseases of gallbladder", "70%", "While the exact Ayurvedic definition of 'vidAhaH (kEvalapitta)' requires further information, the description suggests a gallbladder-related disorder given 'kEvalapitta' implies a type of jaundice or bile imbalance, most closely aligning with 'Other diseases of gallbladder' in ICD-11,  pending more specific clinical details."
"Ayurveda","ABB-38","SoNitakledaH (kEvalapitta)","Disorder of blood and blood-forming organs and certain disorders involving the immune mechanism","80%","The description of  'śōṇitasya kr̥ṣṇatā daurgandhyaḥ tanutvāni' (blackish, bad smell and diluted rakta) points towards a hematological disorder, encompassing abnormalities in blood characteristics.  While not precisely specifying a single ICD-11 category, this is the broadest category encompassing the described symptoms."
"Ayurveda","ABB-39","haritanetraH (kEvalapitta)","Jaundice, unspecified","60%","The term 'haritanetraH (kEvalapitta)' suggests jaundice ('haritanetraH' implying yellow eyes)  with a possible specification of 'kEvalapitta' implying a type of jaundice, but without further details, a general jaundice code is the most appropriate."
"Ayurveda","ABB-40","haritamUtraH (kEvalapitta)","Disorders of bilirubin metabolism","60%","The term 'haritamUtraH (kEvalapitta)' suggests green urine (haritamUtraH) associated with jaundice (kEvalapitta), pointing towards a disorder affecting bilirubin metabolism, although further clinical details are needed for a more confident diagnosis."
"Ayurveda","ABB-41","haritavarcaH (kEvalapitta)","Disorders of bile formation and excretion","80%","Haritavarcha (Kevalapitta), described as a type of jaundice focusing on bile dysfunction in Ayurveda, maps most closely to ICD-11 disorders of bile formation and excretion, encompassing bilirubin metabolism issues."
"Ayurveda","ABB-45(SN9Y)","carmadaraNam/carmadalanam (kEvalapitta)","AB44.1, Pemphigus vulgaris","70%","While the provided Ayurvedic term 'carmadaraNam/carmadalanam (kEvalapitta)' suggests skin lesions potentially related to excessive Pitta dosha, the lack of precise definitions restricts a definitive mapping.  However, considering 'carmadaraNam/carmadalanam' translates to skin damage/ulceration and 'kEvalapitta' suggests a specific imbalance,  AB44.1, Pemphigus vulgaris, which involves blistering skin lesions, presents as a plausible, albeit uncertain, ICD-11 match."
"Ayurveda","ABC","sthAnaviSeSha-kupitapittam","Other specified disorders of gallbladder, biliary tract and liver","60%","The term 'sthAnaviSeSha-kupitapittam' suggests localized inflammation related to Pitta (bile), which, without further details, could broadly map to gallbladder or liver issues; however, specificity is low."
"Ayurveda","ABC-1","raktasthitapittakopaH","Erysipelas","90%","The Ayurvedic term 'raktastthitapittakopaH', characterized by burning sensation (dāhaḥ) and spreading cellulitis/erysipelas (visarpaḥ), directly corresponds to the clinical presentation of Erysipelas, an infection of the dermis and subcutaneous tissue, as classified in ICD-11."
"Ayurveda","ABC-2","mAMsasthitakaPakopaH","Necrotizing fasciitis","90%","The Ayurvedic term 'mAMsasthitakaPakopaH', signifying putrefaction of muscle tissue (māṁsavakōthanam), directly correlates with the pathological process of necrotizing fasciitis, characterized by severe, rapidly spreading muscle tissue necrosis."
"Ayurveda","ABC-3","medasthitapittakopaH","Acne vulgaris","80%","The symptoms of medasthitapittakopaH, including eruptions (sadāha-granthiḥ), perspiration (svēdaḥ), thirst (tr̥ṭ), and vomiting (vamanam), while not perfectly specific, show overlap with the clinical presentation of acne vulgaris, which can involve inflammation, sweating, and sometimes gastrointestinal symptoms."
"Ayurveda","ABC-4","asthisthitapittakopaH","800.0 - Burning mouth syndrome","90%","The primary symptom described, 'excessive burning sensation (bhr̥śaṁ dāham)', directly points to a burning sensation in the mouth or orofacial region, fitting the ICD-11 definition of burning mouth syndrome.  While the original term suggests bone involvement, the emphasis on burning sensation outweighs this less precise aspect."
"Ayurveda","ABC-5","majjAsthitapittakopaH","Jaundice", "90%", "The symptoms 'yellow coloured nail' (hāridranakhaḥ) and 'yellow coloured eyes' (hāridranētratā) are cardinal signs of jaundice, directly indicating hyperbilirubinemia, a key feature in ICD-11 classifications related to jaundice."
"Ayurveda","ABC-6","SukrasthitapittakopaH","86.1 - Male infertility","90%","The Ayurvedic term 'SukrasthitapittakopaH', describing putrid and yellowish semen, directly points to a male infertility issue characterized by semen abnormalities, aligning with ICD-11's broad category of male infertility encompassing issues with semen quality."
"Ayurveda","ABC-7","tvaksthitapittakopaH","AB45.1, Pustular dermatitis","90%","The described symptoms of 'visphōṭaḥ' (blisters) and 'masūrikā' (lentil-shaped pustular eruptions) in 'tvaksthitapittakopaH' directly correspond to the clinical presentation of pustular dermatitis, a specific type of dermatitis encompassing blister-like and pustular skin lesions as outlined in ICD-11."
"Ayurveda","ABC-8","snAyusthitapittakopaH","Dehydration", "70%", "The primary symptom described, 'tr̥ṣam' (thirst), is a key indicator of dehydration, which aligns with the clinical manifestations of dehydration as defined in ICD-11; while 'snAyusthitapittakopaH' suggests a localized inflammation involving nerves, the provided definition focuses only on thirst, making dehydration the most likely single ICD-11 mapping."
"Ayurveda","ABC-9","koShThasthitapittakopaH","Gastroesophageal reflux disease","80%","The symptoms of 'madaḥ' (intoxication), 'tr̥ṭ' (thirst), and 'dāhaḥ' (burning sensation) associated with koShThasthitapittakopaH, localized in the 'koShTha' (digestive tract), strongly suggest gastroesophageal reflux disease, characterized by heartburn and regurgitation, aligning with ICD-11's definition."
